,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Shigru,-0.024762947,0.11248956,-0.031933423,-0.13496888,-0.13220486,0.07611183,0.14273535,-0.16307761,0.14203244,-0.09241651,-0.024495507,-0.22522913,-0.13177295,-0.09460674,0.10899222,0.18729602,-0.101679705,-0.22695696,-0.06117203,-0.065721065,0.11686945,0.21830711,-0.19556461,-0.3047802,0.09906216,0.14245154,-0.29767323,0.17371371,0.429635,-0.113201424,0.035232306,-0.2537395,0.07298259,-0.011660339,-0.08208508,0.15473644,0.02947782,-0.102948904,-0.010547204,-0.20333406,0.03930095,0.08272159,0.041657124,0.11296,0.1835137,-0.014370666,0.39628336,-0.17866684,0.24076116,-0.24868648,-0.044231813,-0.42595395,-0.07199499,0.059340127,0.264736,0.13102862,-0.36702093,-0.02843569,-0.1093827,0.44123185,-0.13813613,-0.13935402,-0.08903631,0.41928107
Jyotishmati,0.020214835,-0.14747107,-0.16424896,-0.08273557,-0.12045329,0.08987999,0.34528682,-0.063575536,-0.5293824,0.37938765,0.50025725,-0.44734043,0.16868736,0.03980742,-0.0026764744,-0.17550156,-0.113946915,-0.14111464,-0.008279549,0.041420776,0.16451678,0.06854113,-0.18760833,0.26057976,-0.27392647,0.24214418,-0.04522501,-0.26053557,0.23385125,-0.3848552,0.08434652,0.097079165,-0.17332938,-0.43097815,-0.21026424,0.05639574,0.03539999,0.22090432,-0.023541175,0.04925725,0.17858563,-0.09302848,0.3115994,-0.07597455,0.3005723,-0.07648335,0.4498221,-0.21093185,0.061431672,0.15716945,0.096444756,-0.07231794,-0.13898823,0.018576508,-0.3233059,-0.14788747,-0.12723912,0.045584783,-0.2786301,0.08050324,0.25064826,0.033463996,-0.15291011,-0.16917148
Gomutra,0.039164256,-0.084803484,-0.07749156,0.03959844,-0.35119966,0.01543385,-0.14368342,0.19365379,-0.20599943,0.05960667,0.116320305,-0.05318096,-0.12565312,0.11128119,-0.1206087,0.17666946,0.14523354,-0.29380667,-0.041709535,0.15555191,-0.06300157,0.41512194,-0.008545449,-0.3814587,-0.028872954,-0.11245229,0.16397244,-0.18504328,0.1733458,-0.12904404,-0.18129686,-0.23889786,0.09608642,-0.012362279,-0.12627944,-0.059579603,0.043151602,-0.31393406,-0.021631403,0.19877404,-0.22568709,0.06302337,0.071811125,0.2513355,0.29620522,0.0380371,0.07371879,-0.031946406,0.21549882,0.23933354,0.16285147,-0.29776257,-0.15516414,0.058424253,0.075349435,-0.21693051,0.23087756,-0.10376258,-0.3132427,0.27730766,-0.39485437,0.046626914,-0.020472925,0.16461842
Kanchanara Guggulu,0.11675243,0.19227897,0.035474133,0.018598018,0.40103638,0.112538666,-0.11837837,-0.08491938,-0.153189,0.22106534,-0.33470574,-0.3413441,-0.1822545,-0.22272383,-0.10915075,0.256002,-0.0022560458,-0.31476712,0.06297241,0.30992642,0.28178108,0.19365075,0.010874636,-0.16989438,-0.062533714,-0.25242874,0.0051908744,-0.21462014,0.05569459,-0.24012205,0.07277503,-0.12993902,-0.0015817821,-0.03291873,-0.32284176,-0.17530216,0.037844103,-0.053521432,-0.2088882,-0.10834813,0.11446373,0.019603942,-0.057008777,-0.14597572,-0.006394209,0.06995446,0.26305932,0.15893963,0.2615024,0.20745347,0.21985322,-0.2320735,-0.3669196,0.07510257,0.35544464,-0.23536272,-0.45143515,-0.2899447,-0.14169383,0.1323197,0.19869126,-0.3488078,0.25214708,0.17492022
Kanchanar,-0.4012807,-0.1043262,0.06931976,-0.045489743,0.36389294,0.08670164,0.10379773,-0.029526856,0.054037113,0.3083528,-0.37826294,-0.27669817,-0.006683592,-0.18153735,-0.032973573,0.09296615,0.07446899,-0.3180496,-0.005775623,0.19698587,0.122017495,0.060924936,-0.16502577,-0.24135225,0.13865095,-0.21065575,-0.045956206,-0.28735158,-0.038739998,-0.32077187,-0.10571036,-0.2025452,0.11501842,-0.042621993,0.0066345884,-0.048998725,-0.08486503,-0.08314247,-0.055577952,0.053781066,0.028364226,-0.280271,0.044947155,-0.06630452,-0.24596117,0.42461067,0.38173917,0.1864867,0.35376135,-0.040302034,-0.100271836,-0.060987297,-0.4256988,0.19902799,0.38730338,0.08004343,-0.20731936,-0.16845916,-0.20325047,0.4694852,0.18205985,-0.18425745,0.38657823,0.18996067
Vacha,-0.07857729,-0.039719053,0.14245403,-0.26818573,-0.032534402,0.28245273,0.3030499,0.13987686,-0.4830893,0.2597974,0.17491648,0.009564142,0.17091385,0.19614027,0.07873746,-0.13777453,0.32652095,0.12531254,-0.02305741,0.14888734,0.19513658,0.42692345,-0.2256114,-0.19257008,-0.11456828,0.18097459,-0.014356784,0.11389593,0.40189674,-0.4007339,-0.17871483,-0.098262616,-0.042209234,0.10501247,0.0049016248,-0.17429124,-0.01311497,0.08297328,0.099052206,0.049518816,-0.20740615,0.17514865,-0.140679,0.15069267,0.26257095,0.060653295,0.52989954,-0.43268806,-0.08577321,0.07709384,0.100470476,-0.2636513,-0.063143864,-0.014676029,-0.10749618,-0.11031454,0.22406857,0.026324358,-0.14401859,0.23205678,-0.07223223,-0.2836594,-0.37982854,0.15262644
Shunthi,-0.24616824,0.07262402,0.16470826,-0.067629516,0.19591908,-0.14553933,0.33574077,0.076101676,0.17206085,-0.08626233,0.26799765,0.030562773,0.09065119,0.19534804,-0.2478328,-0.199169,0.11933084,-0.1632228,0.031176036,0.017657511,0.19199377,0.08737265,-0.027223017,0.08375986,-0.41926068,0.11063148,0.10631241,-0.08260249,-0.030446133,0.25761184,0.28745475,0.07527357,0.12117146,0.0064326567,-0.34186268,0.12946305,-0.0011556654,0.13093232,0.2240148,0.31689516,-0.013546036,-0.100431256,0.21272776,-0.033287957,0.1984045,0.29088527,0.24679339,0.15265423,0.33920792,-0.016767338,-0.30858353,-0.14524974,-0.30292326,0.052330513,-0.013172562,-0.09190563,0.09624249,-0.14142698,-0.14796822,0.27648696,-0.2272598,-0.16882792,-0.1998907,0.14261453
Triphala Guggulu,-0.25904262,0.07054872,-0.27141646,-0.023450835,0.18986891,0.30303752,-0.00427949,-0.13953263,-0.08239154,0.21161096,-0.22366054,-0.2020939,-0.10005503,-0.22883172,-0.1091619,0.24015012,-0.15132059,-0.17246379,0.10002232,0.21485662,0.24266472,0.09111246,-0.27726966,-0.1424743,-0.30279183,-0.12957343,0.028544154,-0.09701467,0.017727155,-0.08844388,-0.07073973,-0.08489408,-0.15068072,0.07793952,-0.2628074,-0.09504504,-0.0072420468,-0.11254349,-0.24927464,0.043193314,0.07934812,0.24766165,0.10292999,0.15386029,-0.18326533,0.14125352,0.30298054,-0.08681665,0.18384875,-0.11504856,-0.035288807,-0.14881311,-0.07108278,-0.11554906,0.25641435,-0.12739612,-0.12781431,-0.27240962,-0.39293757,0.3180595,0.15520622,-0.02820321,0.32114616,0.47895324
Balaswagandhadi Thailam,-0.078325115,-0.021302594,-0.18228363,-0.0077632503,0.31639126,-0.027478246,0.06288837,0.123493925,0.043475088,0.026111148,0.28828076,-0.11840305,-0.1376973,-0.026836704,-0.2463664,0.22268227,0.09497563,0.09955045,-0.11586208,0.0023558666,0.23980762,0.12351532,0.05408111,-0.09295963,-0.0026844312,-0.07094497,0.100431874,0.11985418,0.049739454,-0.016707826,0.51085496,-0.07428444,0.24594113,-0.21800701,-0.16131069,0.05571163,-0.14781094,-0.101135865,0.07399408,0.2527319,-0.15677941,0.020293877,0.40217915,-0.1292366,0.2504425,0.074958965,0.34930065,0.1051027,-0.027501348,-0.24226867,-0.08353398,-0.23617163,-0.06792942,-0.34150168,0.056585576,-0.12706539,-0.0075315204,-0.30250418,-0.19657172,0.30252546,-0.025062019,-0.46909812,-0.019923167,0.10433312
Giloy,0.025429804,-0.20341252,-0.18252912,0.023643484,0.0053797234,0.26560014,0.16776302,0.11309379,-0.08910082,0.1634246,0.4698054,-0.6886897,-0.25326398,-0.3822051,-0.106380075,0.13140924,-0.44772246,-0.16780396,0.32778424,-0.014797973,0.3047721,-0.120165534,-0.12235778,0.19251424,-0.09605244,0.17578226,-0.23267385,-0.38162094,0.24419968,-0.2739054,0.3286723,-0.115777954,-0.11677524,-0.035633743,-0.6206241,0.005351729,-0.13342126,0.16362134,-0.1438424,0.02565191,0.2534857,-0.20276539,0.19440679,-0.19641763,0.16527458,0.19613318,0.31917083,-0.005278857,-0.03540043,0.008903849,-0.12587059,-0.33302692,-0.25079948,-0.14344357,0.032993615,-0.017056944,-0.0768309,-0.016531907,-0.0067053903,0.2092842,0.09171509,-0.22923976,-0.42060038,-0.11523283
Takra,-0.047123212,0.10659448,-0.15814824,0.006151992,0.2446339,0.105883636,0.11090768,-0.012743318,-0.020936465,0.013362666,0.011964933,-0.09048787,0.05714826,0.019980676,-0.2296,-0.0032558506,-0.114428245,-0.07543804,0.01488897,0.08187986,0.27411824,0.29331452,0.046644375,-0.23788084,-0.061386365,0.21451597,0.029014558,-0.08798558,-0.20610718,0.07323336,-0.09638434,0.0425933,0.20568813,-0.20072082,-0.20027475,0.110453404,0.022550777,-0.30245814,-0.36400187,-0.0131287975,0.31030878,0.2453001,0.07890018,-0.108108215,0.08845913,-0.123037905,0.18147187,0.042980976,0.3929383,0.18710995,0.03648976,-0.07970949,-0.32882753,0.21212508,0.29054832,0.11732647,0.25771862,-0.13402142,-0.28523484,0.28772712,0.12878868,-0.06404282,0.1987308,-0.09598485
Indrayava,0.2584323,-0.020200422,-0.101738445,0.16276792,0.048280932,0.5238078,0.34584677,0.24107882,-0.1710909,-0.089935556,0.18911056,-0.12993382,-0.0011444902,0.023428803,0.03485235,0.21461141,-0.35653415,0.026516313,-0.13686691,0.06394198,-0.062702104,0.16912705,-0.17039892,-0.3407657,0.16307563,0.27957544,-0.10996255,-0.15444972,0.11045577,-0.15517434,0.25756767,-0.03791496,-0.16005272,0.09862347,-0.13036327,-0.21573682,0.15506653,-0.28166667,-0.03633079,-0.06839085,0.03197354,0.013905749,0.019446578,-0.09993101,-0.10325721,-0.018036762,0.1474747,-0.1762357,0.23161723,0.15970886,-0.08535375,-0.29671595,-0.15022878,0.06874039,0.107229926,0.29956633,0.26063046,0.010260072,-0.121394224,-0.010851143,-0.109838426,-0.2907619,-0.2168439,0.13507274
Katphala,-0.04080442,-0.30747265,-0.069641046,-0.08007683,0.07489189,-0.11386172,-0.07885865,-0.06840239,-0.03671692,0.08463701,0.43720168,-0.30319515,0.07517404,-0.14117853,-0.105545335,0.012943487,0.06256092,-0.007223272,0.038270406,0.25485986,-0.17128462,0.03850356,0.018948587,-0.21080431,-0.19176655,0.14408647,-0.22161813,-0.15628721,-0.20305292,-0.30164894,0.037565783,0.029101362,-0.1858922,0.09280638,0.10423476,-0.10699466,-0.3614918,0.062673375,-0.014439083,-0.10481905,-0.21078473,-0.05040771,0.004181672,0.05959916,0.2130277,0.082225665,0.07837288,-0.21496299,0.060568478,-0.02214375,-0.09305754,-0.14897497,-0.021684254,-0.0484354,-0.023819748,0.07368462,0.0069723604,-0.1678331,0.017355327,0.27928856,-0.053817537,-0.054150995,0.107819125,0.1542947
Mahakalyanaka Ghritam,-0.1406289,0.06999224,-0.33736977,-0.17405191,0.18191375,0.15993379,0.093560115,0.19789632,-0.17095336,0.08211915,0.2819977,-0.24529311,-0.039480075,0.10360331,-0.17340243,0.09575573,0.19401367,-0.05411262,-0.0185339,0.1399372,0.38663936,0.14094536,0.037901156,-0.06528988,-0.1066332,0.050603554,-0.10658681,-0.04463917,0.14167315,-0.14531727,0.35291696,0.028707495,0.06642155,0.2614145,0.14249079,0.16367444,-0.116916515,0.017791528,0.085014366,-0.0121216085,-0.068953305,-0.009563515,0.32442275,-0.2826333,0.12288081,0.18591115,0.5690476,-0.0034447336,0.16882014,0.09049996,-0.034762498,-0.021157013,0.13218282,-0.16855869,-0.040166106,-0.2377566,0.16218676,-0.07473106,-0.3077368,0.21470116,0.06926809,-0.26587468,-0.124138445,0.006483726
Punarnavasava,-0.116154216,0.025380429,-0.06265161,-0.42184588,0.05569962,0.07868722,0.24794011,-0.040589366,0.0032937701,0.27686268,0.056881953,-0.20622087,-0.118367925,-0.19773054,-0.2111918,0.13011661,-0.47793406,-0.11820157,-0.17944247,-0.022967208,0.35553995,-0.020173896,-0.022447044,0.052910388,0.102639645,-0.0029878274,0.14329027,-0.06679505,-0.027465025,-0.17342599,-0.17947464,-0.06060046,-0.20941651,0.091358475,0.035963718,-0.056744266,-0.47051716,0.048682585,0.042308025,-0.12035086,0.13085738,-0.16210327,-0.24852814,0.08882061,0.0730654,-0.049896672,0.27826723,-0.06353949,0.012453888,0.2207593,0.09943023,-0.20212212,0.013629246,0.09184411,-0.24324171,0.071801215,-0.24298595,-0.47192946,-0.116549425,0.1071863,-0.02907502,-0.26463374,-0.064294845,0.28102538
Ativisha,-0.0968479,-0.03477631,0.104213364,0.08833644,0.074413784,-0.038913257,0.17729503,-0.0073281596,-0.050083894,0.15534157,0.16786352,-0.21672216,-0.006193973,-0.113008946,0.11376161,-0.18802086,0.03522942,-0.19565499,0.071471736,-0.026323378,-0.016204203,-0.0011397518,0.0078052776,0.04115864,-0.11524977,0.21093792,-0.28259248,-0.1049265,0.052076653,-0.049816214,0.23617807,0.38035467,-0.056713566,0.0695405,-0.06916007,0.028893707,-0.09833385,0.02240393,0.070569515,0.15416041,0.087510206,0.15848854,0.063310646,0.043281607,0.15552457,0.22822018,-0.03363435,0.09640656,0.2934329,0.11619952,-0.023490641,-0.12007651,-0.40663543,-0.16895933,0.0424428,0.18843679,-0.005305987,-0.20450395,-0.0030689617,0.24037018,-0.25952628,-0.25529826,0.061658826,0.21279798
Sariva,0.017248819,-0.019801093,-0.5763493,0.059533335,0.19368507,0.14334255,0.18640758,0.26045555,-0.077348314,0.21060689,0.31103554,-0.1804554,-0.2521114,0.01416267,-0.15515904,0.2806383,-0.14489163,-0.16095872,-0.20491916,0.05953179,0.0059433677,-0.05769308,0.025897203,-0.083702035,0.3599265,0.19678514,-0.18822907,-0.19608884,-0.08500709,0.31249282,0.079043366,0.04401387,-0.1628492,0.14934394,-0.093622334,-0.013374351,0.17888033,-0.0038734907,0.13656095,0.082472384,-0.35900897,-0.23753305,0.33581316,0.04483238,0.07069139,-0.0913379,0.24157505,0.11883788,0.0119749075,0.06819691,-0.18605864,-0.27404058,-0.19244677,0.12945294,-0.074456334,-0.28779063,0.27372265,-0.105245754,-0.30771944,0.027807763,-0.04980818,-0.4596073,-0.10369205,-0.0031167106
Lavan Bhaskar Churna,-0.0275819,-0.12078291,0.123640366,-0.096678294,-0.23148817,-0.08295936,0.20511056,-0.09661964,-0.13214503,0.28877804,0.22090858,-0.2338981,0.065028265,0.22129458,-0.037426997,-0.14342794,0.056802493,-0.3883841,-0.09106119,0.046440493,0.043933626,0.019597944,0.116477765,-0.18790184,-0.27867448,0.08204734,0.15911242,-0.14778799,-0.039017584,-0.08507485,0.1887522,0.020101221,-0.19907372,-0.20435072,-0.017219748,0.1317596,0.012198325,-0.04300763,0.15906131,0.17023773,0.07548994,-0.027527077,0.272888,0.040255938,0.41068715,0.054926276,-0.13882346,0.24249144,0.44164628,0.21607432,0.20195432,-0.14542419,-0.064748526,0.059054043,-0.14460637,-0.1979326,0.09859825,-0.19528687,-0.30163875,-0.025048083,-0.12281417,0.14344473,-0.060198933,0.1908415
Aragwadha,0.023214132,-0.048152905,-0.30054557,0.010890345,-0.19964363,-0.08135642,-0.023090452,0.030841505,-0.24898107,0.20354772,0.31097287,-0.62112886,0.021724315,0.105658986,0.011720715,0.09684021,0.12338394,0.17560337,-0.24789602,0.25824553,0.16213386,-0.1695343,0.32055512,0.023748241,-0.019218825,0.2124068,-0.04935775,-0.14037701,-0.057170592,-0.046791755,0.1912073,0.069424726,0.032391302,-0.078067414,-0.15413387,-0.008667386,0.11491859,0.09770372,-0.11440196,-0.16134293,-0.2676743,-0.23549257,0.46117207,-0.119032055,0.26858792,0.0008601888,0.26049787,0.16277039,0.21045858,-0.020692918,-0.06232292,-0.09276937,0.070542306,-0.31035122,-0.13521081,0.054619905,0.114599265,-0.37306798,-0.30579343,0.082734644,-0.28872025,-0.3035895,0.14502163,0.011760058
Kutajarishta,-0.20577459,-0.09275092,-0.16171056,-0.10995199,0.012360844,0.16429737,0.5951762,0.11337018,-0.15387772,0.11823676,0.3408576,-0.01939537,0.0039726608,0.10133968,-0.1291553,0.28787458,-0.14379139,0.17565374,0.019280123,0.046697944,-0.17469873,-0.05980088,0.0029308107,-0.3829042,-0.40554133,0.007819299,-0.08894567,-0.043069027,-0.05246846,0.20100695,0.18819508,0.09802625,-0.033134494,-0.105064325,0.1675845,-0.07905912,-0.06935289,-0.32940638,-0.15293637,0.023005938,0.31781358,0.06189401,-0.03433124,-0.29785165,0.11754709,0.056984976,-0.0064393566,0.08761032,0.25376385,0.057229895,-0.08148445,0.19603539,-0.11157043,0.12597495,0.14490998,0.4950804,0.17654063,-0.19360228,-0.2040782,0.20701487,-0.14077528,-0.0067086206,0.091953866,-0.12197855
Navayasa Loha,-0.25554878,-0.32385662,0.011205398,-0.11686133,-0.037637163,-0.22688818,0.56877446,-0.05500112,-0.22397047,0.28044578,0.03348488,-0.1594403,-0.10132909,0.18231408,0.1757823,0.41564527,-0.11905093,0.036039818,-0.076978736,0.000488449,0.22912383,-0.2722892,0.03315759,-0.42308557,-0.008454009,-0.11951779,-0.15230186,0.07938114,0.002643221,0.20965143,0.035852846,-0.12388492,-0.15921862,-0.2132096,0.22436939,-0.1683105,-0.19487785,-0.25420406,-0.22319448,0.23941088,-0.003053034,-0.30877128,-0.13446616,-0.12968454,0.13899282,0.023431776,0.06720162,-0.1504242,0.17875323,0.03460485,-0.2834067,0.15896794,0.03509304,-0.11610936,0.18819636,0.093730025,0.34420153,-0.045035493,-0.22665077,0.5241988,-0.5021543,-0.10060889,0.08835195,-0.14266373
Ushtra Dugdha,0.022120113,0.22265685,-0.082540296,0.16447644,-0.20208126,0.09345762,0.11325843,0.15864113,-0.11330796,-0.040115573,0.22764279,-0.1081577,-0.26578945,-0.040143542,-0.060605627,-0.15154265,0.021681124,-0.33422792,-0.07187475,0.18560685,-0.038660146,0.3813393,-0.15392205,-0.32986042,-0.11025643,-0.023376212,0.21261236,-0.06880167,0.17370574,-0.29343596,0.11472089,-0.25399986,0.16511953,-0.051114418,-0.2241643,0.15678215,0.042339873,-0.4130796,-0.1964177,0.19603935,-0.10282102,0.17531879,0.0011743673,0.065888666,0.22096618,-0.0137130665,0.017441602,0.027468337,0.30947843,0.2900554,0.15120828,0.027064985,-0.13321489,0.03898925,0.2942696,-0.1419694,0.1713548,-0.16731934,-0.30265376,0.266554,-0.15493137,0.0068721725,0.0016243919,0.30796704
Madhu,-0.26422524,-0.047950856,-0.09972451,0.19966006,0.099425286,0.16248477,0.045579687,0.13830833,-0.08146889,0.2422964,-0.06243197,0.060276795,0.08057203,-0.2754273,0.30554765,-0.15129617,-0.103396155,-0.044649478,0.004065528,0.31276703,-0.16857149,0.049043845,-0.010433712,-0.3065071,-0.09371951,0.0124516385,0.34767798,-0.05311971,-0.4377864,-0.1639789,0.18610632,-0.42297116,-0.13933517,-0.0009133152,-0.023671784,0.3557832,-0.12608224,0.01729178,-0.3698106,-0.020923242,0.0017804974,0.4340737,0.19333722,0.057492748,-0.11450592,0.28683686,0.37318423,0.054803185,0.20858002,-0.0383361,-0.17843786,-0.26540604,-0.07871207,0.46973708,0.30624625,-0.22552031,0.15124883,-0.0955461,-0.28181943,0.33840224,-0.12974876,-0.41000536,0.2525537,0.0873224
Brihati,-0.26287696,-0.03625017,0.101134874,0.089397185,0.22310844,-0.025507733,0.1466117,-0.30722702,0.21774387,-0.014143339,0.3016126,-0.25191042,-0.022179343,-0.10644125,-0.03048942,0.119532,-0.09735909,-0.2787416,0.15978967,0.16716035,0.03749608,0.10803036,-0.11790313,-0.10681114,-0.15173234,0.0007645907,-0.16041854,-0.10531496,0.054503728,-0.09982124,0.10397216,0.045221288,-0.12126178,-0.19077936,0.11615703,-0.112266324,0.035050645,0.16024138,-0.15761226,0.17510639,0.05208399,-0.019038683,-0.023904307,-0.19507258,0.04425885,0.0019158657,0.14061062,-0.19532488,0.24001361,0.01806962,-0.06305866,-0.23948045,0.05302571,-0.047218997,0.04028131,-0.072695166,-0.30517927,-0.18344323,-0.13095175,0.27718535,0.06928475,-0.14644507,-0.05208894,0.24102037
Vidari,0.09285932,0.3299779,-0.13124882,-0.12959342,0.31526116,0.1204786,0.0013669686,0.18442269,0.06623513,0.22556089,0.1909062,-0.23514803,-0.13347319,0.25220993,-0.33640745,0.2563475,-0.08146961,0.023495514,0.1380454,0.11289279,0.17647758,0.0033510388,0.10340477,0.021398278,-0.22178978,0.2003015,0.1623657,0.031778764,-0.016032178,-0.17651002,0.5147261,0.043398615,0.29476857,0.2866071,0.079938106,0.29795703,-0.13466536,0.19622447,0.1488524,0.26881933,-0.16038612,0.012551434,0.50187504,-0.1668018,0.1618074,-0.04471184,0.4930073,0.10816671,0.2110252,0.20521104,-0.08893372,-0.19198559,0.19417483,-0.058973838,0.047018636,0.02289253,0.026922269,-0.15133123,-0.04042336,0.35283905,-0.33142412,-0.38384128,0.09254893,0.02205225
Hingvashtak Churna,-0.20752698,-0.16132763,0.341774,0.0066382834,-0.048115663,-0.11664914,0.10693826,0.112570114,-0.09319594,0.15577562,0.27903894,-0.13355222,-0.03825442,0.21574962,-0.46069032,-0.23743118,0.057224475,-0.39095008,-0.15296185,0.082844645,0.12090318,0.047617912,0.12644109,-0.23680899,-0.10810691,-0.101427145,0.08344871,-0.061413128,0.049078718,0.12611102,0.2910187,0.062258203,-0.39614466,-0.06358677,-0.058959343,0.26451772,-0.004756121,-0.021730172,0.23285119,0.1660647,-0.06488427,0.16437866,-0.24921644,0.14864837,0.23326547,0.15161757,0.024084678,0.15358135,0.34858203,0.17568211,0.27551064,-0.051145192,-0.34179324,-0.081895925,-0.13369022,-0.11918611,0.11364535,0.036556076,-0.35196036,0.15846401,-0.18608214,0.14803839,-0.11551612,0.2306685
Arogyavardhini Vati,0.01605679,0.1820316,-0.042162918,0.1520472,0.21432407,-0.12221622,0.41223884,-0.09012977,-0.044765495,0.15892875,0.2576431,0.00060754525,-0.06429377,-0.09814163,-0.10420725,0.20197208,-0.29101482,0.020420687,-0.1865705,-0.05598112,0.11230936,0.034382656,0.12552613,-0.16432054,-0.022830542,0.042500835,-0.030705014,-0.109256774,-0.057845388,-0.031930592,-0.082858115,0.12365128,0.03463717,-0.08808401,-0.0035262464,-0.078941315,-0.09863586,0.18747701,-0.21748327,-0.06967597,-0.06574809,-0.0486374,-0.19838065,0.10857541,0.15313892,0.039606802,0.024303824,0.23496285,0.025372662,0.3420669,-0.13295735,-0.043124128,-0.17093445,0.010459373,-0.22571523,-0.090845466,0.12864117,-0.34413472,-0.26385012,0.2188598,-0.22126922,-0.22050542,0.08806058,0.15227625
Dashamoola Katutraya Kashayam,0.15780884,-0.30732802,-0.059183992,-0.07864955,0.34810412,-0.035476934,0.03721821,-0.0739911,-0.047300138,-0.08961835,0.22089837,-0.13522351,-0.0640633,-0.10858392,-0.26888815,-0.013594281,0.16691713,-0.3184404,0.10702337,0.42465347,-0.15084285,0.1725656,-0.09607563,-0.3665926,0.00022553842,-0.068141654,0.10002475,0.0122095095,0.02041162,-0.08769463,0.15304498,0.19747579,-0.38428074,-0.08945777,0.2506111,-0.028677488,-0.17047584,-0.023605071,0.12837896,0.024336563,0.046740063,-0.054633714,0.1534692,0.040988967,0.24460003,0.08712618,0.070159376,-0.324337,-0.061077274,-0.12909286,0.032940477,-0.12655526,0.20172453,0.053405974,0.14516976,-0.012554987,-0.05946013,-0.44923273,0.04250521,0.088975735,-0.09498189,-0.10196301,-0.3089069,-0.029606413
Chopchini,-0.065565735,0.19947228,0.1914108,-0.19522707,0.050879057,-0.09579538,0.23491207,0.09768389,-0.10679141,-0.10822089,-0.08685843,-0.22205517,-0.061055023,0.31192887,0.021031521,0.30013272,-0.118695214,-0.3143373,0.1004993,0.06937397,0.20342731,0.118491404,0.048827246,-0.08498506,-0.078765005,-0.0017138263,-0.21605378,-0.048386186,3.2151023e-05,-0.07626016,-0.050379794,-0.056762166,-0.17548952,0.23615316,0.16347648,0.10007874,-0.11873801,0.039222416,0.09837891,0.051609837,-0.10379652,0.15339106,0.11480147,-0.26576996,-0.13114645,0.46625534,0.35991293,-0.08318907,0.18576519,0.078537636,0.008971622,-0.1873095,0.17017241,-0.2334585,0.19659327,-0.043718517,-0.35950753,-0.31804,-0.041579086,0.32639086,0.2666125,-0.3122466,0.07972447,-0.034484465
Methi,-0.27265123,-0.19688001,0.15328564,0.23695742,0.28214154,-0.16454975,0.17055236,0.067596,-0.042080723,0.026078882,0.3962365,-0.19600223,-0.09487937,0.20726304,-0.49856055,-0.100227065,-0.113197975,-0.06555475,-0.12242256,0.1350819,0.07179211,0.08322052,0.09902003,-0.27719146,0.03989758,-0.029045718,-0.017262055,0.0778392,0.18269819,0.07069396,0.3865564,0.066151336,0.006589945,-0.0852611,0.041063193,0.3889543,0.19379272,0.18785529,0.116745,0.29799458,-0.04365249,0.073669754,-0.21122968,0.20348169,-0.0010222235,-0.016836707,0.3445638,-0.04249236,0.16416846,0.12756887,0.20449436,-0.14802745,-0.27271864,-0.30755302,-0.08342234,-0.048346307,-0.14860457,-0.053440742,-0.14912334,0.21066982,-0.09352509,-0.084766544,0.154052,0.14081867
Rasona (Garlic),-0.11421804,0.04587554,-0.31396937,0.101687364,0.22177385,-0.12852389,0.1935908,0.01894358,-0.11354293,0.030281512,0.016590927,0.14745073,0.07312177,-0.14055938,-0.23355536,0.07473911,-0.08882474,-0.2514995,0.08641708,0.10984028,0.14934532,0.26484478,-0.08744187,-0.055786107,-0.29874685,-0.045690533,-0.01951364,-0.07859102,0.16200478,-0.21217121,0.13817249,-0.0062149223,0.24171595,-0.12732807,-0.27402934,0.13121758,-0.018091448,-0.1659983,-0.25352234,0.13615017,0.05623125,0.032325227,0.20287444,0.025271233,0.060107365,0.17093685,0.13303903,-0.025289055,0.17644154,0.16673014,-0.086844556,0.009231466,-0.26843208,-0.07606545,0.07040238,-0.026802232,-0.009508326,-0.21465127,-0.17788567,0.5065604,0.0039962362,-0.16119047,0.08290267,-0.16813909
Gokshura,-0.4063531,0.13674186,-0.3335008,-0.48188064,-0.044890985,0.004397483,0.008483568,0.32835272,0.1208275,0.036320303,0.078590535,-0.24082175,-0.08510296,-0.022776343,-0.21346244,0.27547786,-0.14569376,-0.2263606,-0.073862806,0.11946754,0.53032583,-0.1091715,0.16934456,0.17590123,-0.021068184,0.051790137,0.107257806,-0.18764885,0.11961673,-0.10495186,0.2833013,-0.10495724,-0.01734465,0.16622871,-0.033551298,0.22735469,-0.09692088,-0.23314309,0.06241992,0.023681607,0.03983754,-0.1822483,0.2364821,-0.41955554,-0.050283127,0.093459964,0.4747392,0.0012758824,0.14744298,0.15110444,0.026373932,-0.2551248,0.18503839,-0.08218763,0.07201174,-0.094752036,-0.30155867,-0.30644342,-0.32871118,0.22173956,-0.060921364,-0.38471025,-0.1802094,0.17096278
